label,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,p41_x,p41_y,p42_x,p42_y,p43_x,p43_y,p44_x,p44_y,p45_x,p45_y,p46_x,p46_y,p47_x,p47_y,p48_x,p48_y,p49_x,p49_y,p50_x,p50_y,p51_x,p51_y,p52_x,p52_y,p53_x,p53_y,p54_x,p54_y,p55_x,p55_y,p56_x,p56_y,p57_x,p57_y,p58_x,p58_y,p59_x,p59_y,p60_x,p60_y,p61_x,p61_y,p62_x,p62_y,p63_x,p63_y
A,0.10196508467197418,-0.49488064646720886,0.055672917515039444,-0.39024052023887634,0.021352596580982208,-0.28109824657440186,-0.012776794843375683,-0.171884223818779,-0.05443396046757698,-0.06534387171268463,-0.09741586446762085,0.040698643773794174,-0.14048193395137787,0.14670732617378235,-0.18354803323745728,0.25271594524383545,-0.22661398351192474,0.3587246835231781,-0.26942506432533264,0.464836448431015,-0.30942898988723755,0.5720201134681702,-0.34818604588508606,0.6796789169311523,-0.38694310188293457,0.7873377203941345,-0.42570042610168457,0.8949964046478271,-0.45755282044410706,0.889182448387146,-0.444261759519577,0.7757054567337036,-0.4202868938446045,0.6638227701187134,-0.3973639905452728,0.5517439246177673,-0.3794221878051758,0.43873685598373413,-0.3615766167640686,0.32571423053741455,-0.3435598313808441,0.21272113919258118,-0.3229464888572693,0.10017070919275284,-0.3013382852077484,-0.012192966416478157,-0.27972981333732605,-0.12455669045448303,-0.2581213116645813,-0.23692037165164948,-0.2348484992980957,-0.34895002841949463,-0.20664386451244354,-0.4598267078399658,-0.17776118218898773,-0.5705439448356628,-0.1488785296678543,-0.681260883808136,-0.11174304038286209,-0.7893823385238647,-0.047107744961977005,-0.8822693824768066,0.026143889874219894,-0.9701712131500244,0.12614542245864868,-0.9885514974594116,0.2084696739912033,-0.9104746580123901,0.28937867283821106,-0.8295656442642212,0.34303727746009827,-0.7292529940605164,0.3810654282569885,-0.6214539408683777,0.4172491729259491,-0.5129029154777527,0.45343270897865295,-0.4043521285057068,0.4885252118110657,-0.29544559121131897,0.5232305526733398,-0.18641377985477448,0.5579239130020142,-0.07737758755683899,0.5916843414306641,0.03194860741496086,0.6120527386665344,0.14404326677322388,0.624031126499176,0.2578369677066803,0.6360094547271729,0.3716307282447815,0.6606329083442688,0.48259690403938293,0.6631121635437012,0.4912099540233612,0.6197745203971863,0.38535645604133606,0.5579217076301575,0.28996455669403076,0.48731529712677,0.1999320089817047,0.39816004037857056,0.1315286010503769,0.29407960176467896,0.08469053357839584,0.18283355236053467,0.06737934052944183,0.06841076910495758,0.06737934052944183,-0.04532380774617195,0.05854298919439316,-0.15580177307128906,0.06792885810136795,-0.2662070393562317,0.09490016102790833,-0.37959402799606323,0.10997391492128372,-0.49223557114601135,0.1299935281276703,-0.5892440676689148,0.14512260258197784,-0.4807944893836975,0.10864036530256271,-0.37282517552375793,0.07173912972211838,-0.2594877779483795,0.08746005594730377
A,0.10728319734334946,-0.48963505029678345,0.06169002875685692,-0.38657519221305847,0.02735506370663643,-0.2767032980918884,-0.006979899015277624,-0.16683140397071838,-0.04963276535272598,-0.05994294956326485,-0.09295818954706192,0.0467042401432991,-0.13628360629081726,0.15335142612457275,-0.1796090453863144,0.2599986493587494,-0.22293448448181152,0.366645872592926,-0.2659020721912384,0.4734300673007965,-0.3048926889896393,0.5817372798919678,-0.3438832759857178,0.6900444626808167,-0.38287386298179626,0.7983517050743103,-0.42186447978019714,0.9066588878631592,-0.43793123960494995,0.8836109638214111,-0.42819106578826904,0.7695310711860657,-0.4040718078613281,0.6569744944572449,-0.3799525499343872,0.5444179177284241,-0.361887663602829,0.43073567748069763,-0.3439345359802246,0.31703248620033264,-0.32598140835762024,0.20332930982112885,-0.3052721917629242,0.09010860323905945,-0.28353366255760193,-0.02293175458908081,-0.2617950737476349,-0.13597241044044495,-0.24005652964115143,-0.2490127682685852,-0.21649269759655,-0.3616403043270111,-0.18743598461151123,-0.47302430868148804,-0.1583792120218277,-0.5844086408615112,-0.12932251393795013,-0.6957926154136658,-0.09006200730800629,-0.8019296526908875,-0.016369132325053215,-0.8903610706329346,0.057323552668094635,-0.9787923097610474,0.1355329155921936,-0.9676558971405029,0.2169291377067566,-0.8862596750259399,0.2983255684375763,-0.8048632144927979,0.3475235402584076,-0.703567385673523,0.38392502069473267,-0.5943628549575806,0.4203266203403473,-0.4851580858230591,0.45672813057899475,-0.3759535551071167,0.4916737377643585,-0.26627451181411743,0.526576042175293,-0.15658164024353027,0.5614783763885498,-0.046888500452041626,0.5948755145072937,0.06311960518360138,0.6069259643554688,0.1775987297296524,0.6189764142036438,0.29207783937454224,0.6310268640518188,0.40655726194381714,0.6686859130859375,0.5146968364715576,0.6413172483444214,0.43840262293815613,0.5959727168083191,0.3325987458229065,0.5263570547103882,0.24111191928386688,0.4547980725765228,0.15128350257873535,0.35417258739471436,0.09538045525550842,0.24937407672405243,0.05557940527796745,0.13426212966442108,0.05557940527796745,0.019150186330080032,0.05557940527796745,-0.09241731464862823,0.03809988871216774,-0.20031757652759552,0.07677597552537918,-0.31472542881965637,0.0894879549741745,-0.42820802330970764,0.10815620422363281,-0.5410846471786499,0.13073153793811798,-0.5704317688941956,0.1334671825170517,-0.46376243233680725,0.09770292043685913,-0.35592296719551086,0.05941727012395859,-0.2432118058204651,0.07505135238170624
A,-0.3753419816493988,0.15046140551567078,-0.37209373712539673,0.05521893873810768,-0.36566436290740967,-0.0540800504386425,-0.3606184124946594,-0.1634511649608612,-0.3556468188762665,-0.2728261351585388,-0.33632609248161316,-0.3778204619884491,-0.3966050446033478,-0.3047764301300049,-0.4068740904331207,-0.19594447314739227,-0.447216659784317,-0.09417020529508591,-0.48183977603912354,0.009699175134301186,-0.5231798887252808,0.11105348914861679,-0.5675566792488098,0.21113255620002747,-0.6100542545318604,0.3120059669017792,-0.652247965335846,0.4130289554595947,-0.6669947504997253,0.4557398557662964,-0.6029729247093201,0.3680868148803711,-0.5546997785568237,0.27311864495277405,-0.523352324962616,0.16821976006031036,-0.49422696232795715,0.06273596733808517,-0.4775785207748413,-0.045478932559490204,-0.41274431347846985,-0.1312590092420578,-0.37428224086761475,-0.23292897641658783,-0.31139087677001953,-0.3204551935195923,-0.23565036058425903,-0.39945805072784424,-0.14886260032653809,-0.4651014804840088,-0.05601691082119942,-0.5231300592422485,0.05140409246087074,-0.525088369846344,0.1604364961385727,-0.5179915428161621,0.2637774348258972,-0.48182225227355957,0.3652813136577606,-0.442208856344223,0.452871710062027,-0.37651604413986206,0.5171465277671814,-0.2897951900959015,0.5735896229743958,-0.19597820937633514,0.630682110786438,-0.10255412012338638,0.6855306029319763,-0.007917331531643867,0.7324008941650391,0.09103108197450638,0.7807736992835999,0.1892194151878357,0.8326818943023682,0.28562039136886597,0.8262444138526917,0.393812894821167,0.8493155241012573,0.5004284977912903,0.8168718814849854,0.5768191814422607,0.8164243102073669,0.4739540219306946,0.8375430703163147,0.376164048910141,0.8512409329414368,0.27594080567359924,0.8735805749893188,0.17427556216716766,0.8213230967521667,0.08398035913705826,0.7746301293373108,0.0030461784917861223,0.6975299715995789,0.0020617868285626173,0.5927292704582214,-0.029628295451402664,0.48791977763175964,-0.058107778429985046,0.38086235523223877,-0.0351669006049633,0.27214452624320984,-0.03516656905412674,0.16287042200565338,-0.03730474039912224,0.053551383316516876,-0.031231459230184555,-0.05574475973844528,-0.02475225366652012,-0.16503193974494934,-0.018128788098692894,-0.2743191123008728,-0.011505323462188244,-0.3809259533882141,0.011233977042138577,-0.48647138476371765,0.04034995660185814,-0.5920168161392212,0.06946593523025513,-0.6924964785575867,0.11286855489015579,-0.7947809100151062,0.15115433931350708,-0.8439735174179077,0.19932693243026733,-0.7655587196350098,0.20048919320106506
A,0.3501703441143036,0.599382758140564,0.3194155991077423,0.5071184635162354,0.28866082429885864,0.4148541986942291,0.2834237217903137,0.3184489607810974,0.2834237217903137,0.2211938500404358,0.2866135835647583,0.1240612342953682,0.2940727174282074,0.02709261141717434,0.3015318512916565,-0.0698760449886322,0.3089909553527832,-0.16684463620185852,0.3164500892162323,-0.2638132870197296,0.2986108958721161,-0.3592543303966522,0.2795375883579254,-0.45462074875831604,0.26046431064605713,-0.549987256526947,0.24139100313186646,-0.6453537344932556,0.22231771051883698,-0.7407202124595642,0.2032444328069687,-0.836086630821228,0.2360638976097107,-0.7802097201347351,0.26318123936653137,-0.6904169321060181,0.2511182129383087,-0.5939128398895264,0.22023551166057587,-0.5018885135650635,0.18752507865428925,-0.41029924154281616,0.15493805706501007,-0.3186663091182709,0.12256959825754166,-0.22695566713809967,0.09020117670297623,-0.13524514436721802,0.05205636844038963,-0.04642252251505852,-0.0018909964710474014,0.03449852392077446,-0.05583850294351578,0.11541978269815445,-0.10978586226701736,0.19634082913398743,-0.1637333631515503,0.2772620916366577,-0.20566494762897491,0.3649408221244812,-0.24679265916347504,0.453071653842926,-0.2872420847415924,0.5414876937866211,-0.32139062881469727,0.6325504183769226,-0.3555392324924469,0.7236133813858032,-0.38968774676322937,0.8146761059761047,-0.42383626103401184,0.9057388305664062,-0.3681171238422394,0.916619598865509,-0.3484366536140442,0.8218322396278381,-0.3265341520309448,0.7272170186042786,-0.2976139783859253,0.6344655752182007,-0.2785406708717346,0.5390989780426025,-0.25946739315986633,0.4437325894832611,-0.2465779185295105,0.3475131690502167,-0.2391187846660614,0.25054439902305603,-0.224201500415802,0.1551646888256073,-0.19149108231067657,0.06357552111148834,-0.15878066420555115,-0.02801365591585636,-0.13137303292751312,-0.12127058207988739,-0.10578357428312302,-0.21509860455989838,-0.07189187407493591,-0.3061442971229553,-0.035772260278463364,-0.39644333720207214,-0.05768965557217598,-0.49006184935569763,-0.08327911794185638,-0.583889901638031,-0.010148094967007637,-0.5240911841392517,-0.03959764912724495,-0.47391945123672485,-0.05030950531363487,-0.3832847476005554,-0.06699616461992264,-0.28873735666275024,-0.06699616461992264,-0.19148235023021698,-0.08089093118906021,-0.09593790024518967,-0.06699616461992264,-0.005938470829278231,-0.05908989533782005,0.01060588750988245,0.023954780772328377,-0.03997268155217171,0.10362926125526428,-0.09574481844902039,0.18330374360084534,-0.15151695907115936
B,-0.11270731687545776,-0.993628203868866,-0.14674930274486542,-0.8945560455322266,-0.12742309272289276,-0.7807985544204712,-0.11554320156574249,-0.6659597158432007,-0.10473962128162384,-0.5511417388916016,-0.12106695771217346,-0.4368503987789154,-0.13739429414272308,-0.32255902886390686,-0.1537216305732727,-0.2082676738500595,-0.17127551138401031,-0.09417054802179337,-0.19105713069438934,0.019573809579014778,-0.21083876490592957,0.13331817090511322,-0.2306203991174698,0.2470625936985016,-0.23572464287281036,0.3622737228870392,-0.23884381353855133,0.4776833653450012,-0.24430502951145172,0.5928398370742798,-0.2659074366092682,0.7062525749206543,-0.301702618598938,0.8061618208885193,-0.301702618598938,0.6907100081443787,-0.2985823154449463,0.5753881931304932,-0.28899455070495605,0.4603351354598999,-0.2884862720966339,0.34519731998443604,-0.2959192991256714,0.22998522222042084,-0.2956656217575073,0.11544099450111389,-0.26846519112586975,0.003239270066842437,-0.24126479029655457,-0.10896245390176773,-0.2116297334432602,-0.22053338587284088,-0.18092772364616394,-0.33182814717292786,-0.19082677364349365,-0.4378371238708496,-0.20998303592205048,-0.507249653339386,-0.11686555296182632,-0.5659212470054626,-0.02501819282770157,-0.6356064081192017,0.07398074865341187,-0.6950057744979858,0.18285217881202698,-0.7324835658073425,0.2927144467830658,-0.7382178902626038,0.4022417366504669,-0.7017087936401367,0.5012880563735962,-0.6424124240875244,0.5541987419128418,-0.5473753213882446,0.5525780320167542,-0.4408368468284607,0.4940415918827057,-0.34132492542266846,0.4355052709579468,-0.24181321263313293,0.37696897983551025,-0.1423014998435974,0.31843268871307373,-0.04278978705406189,0.21736128628253937,0.01204038318246603,0.11343744397163391,0.06161964312195778,0.003240713384002447,0.09605611860752106,-0.09077733755111694,0.05715613439679146,-0.027928514406085014,-0.02541331946849823,0.07831625640392303,-0.06711795181035995,0.19072562456130981,-0.09309017658233643,0.29304400086402893,-0.08102584630250931,0.37468060851097107,0.0006107797380536795,0.4563172459602356,0.08224740624427795,0.413051575422287,0.1825740933418274,0.35888683795928955,0.28453120589256287,0.3040258586406708,0.38610461354255676,0.24654607474803925,0.4862188398838043,0.18082989752292633,0.5811421871185303,0.10760872811079025,0.6703141927719116,0.00932471826672554,0.7073296308517456,-0.10612691938877106,0.7073296308517456,-0.22157907485961914,0.7073296308517456,-0.301702618598938,0.7715291380882263,-0.24433670938014984,0.8672301173210144,-0.21579566597938538,0.8619621396064758
B,0.03907034918665886,-0.1865735948085785,-0.06970136612653732,-0.16481925547122955,-0.1784730702638626,-0.14306491613388062,-0.22191353142261505,-0.2204059362411499,-0.13739478588104248,-0.29224687814712524,-0.052876066416502,-0.3640877902507782,0.047723494470119476,-0.3464721441268921,0.15197081863880157,-0.3085640072822571,0.25621822476387024,-0.27065587043762207,0.36046552658081055,-0.23274774849414825,0.46471285820007324,-0.19483962655067444,0.5689601898193359,-0.15693151950836182,0.5222030282020569,-0.09870322793722153,0.4316849112510681,-0.034586209803819656,0.343038409948349,0.03188614919781685,0.26013144850730896,0.10558123141527176,0.17476814985275269,0.1758129894733429,0.07780154794454575,0.22968332469463348,-0.019165052101016045,0.2835536599159241,-0.11598319560289383,0.3376895487308502,-0.2126634120941162,0.3920721709728241,-0.17322427034378052,0.33852240443229675,-0.06380767375230789,0.3202863037586212,0.04216354340314865,0.2927170693874359,0.14120787382125854,0.3252237141132355,0.1755412518978119,0.4302399754524231,0.19170834124088287,0.5393244624137878,0.14230641722679138,0.6312185525894165,0.06788484007120132,0.7134739756584167,-0.013569856993854046,0.7849606275558472,-0.11913753300905228,0.8113358020782471,-0.1747579425573349,0.7485284209251404,-0.1617971956729889,0.6383621692657471,-0.14223572611808777,0.529183566570282,-0.12259617447853088,0.420015424489975,-0.1084008440375328,0.3100016415119171,-0.09420552104711533,0.19998787343502045,-0.0863761305809021,0.08968330174684525,-0.09048167616128922,-0.02116643823683262,-0.09440407156944275,-0.13201670348644257,-0.09093933552503586,-0.24288836121559143,-0.08747459948062897,-0.3537600040435791,-0.08264436572790146,-0.46455785632133484,-0.07413674890995026,-0.5751569271087646,-0.06557265669107437,-0.6857510805130005,-0.05505587160587311,-0.796177327632904,-0.04145345836877823,-0.9061030745506287,-0.01976851001381874,-0.9998045563697815,-0.03370291367173195,-0.8910052180290222,-0.02074224315583706,-0.7808395028114319,-0.043061405420303345,-0.673620343208313,-0.07412070780992508,-0.5671313405036926,-0.08494802564382553,-0.4577525854110718,-0.08494802564382553,-0.3468264937400818,-0.08494802564382553,-0.23590098321437836,-0.08816805481910706,-0.12503229081630707,-0.09212715923786163,-0.014177355915307999,-0.10400120168924332,0.0956844836473465,-0.12756504118442535,0.20407813787460327,-0.13443006575107574,0.3127121925354004,-0.1139877513051033,0.4217378497123718,-0.1455189734697342,0.5278202295303345,-0.15305320918560028,0.5331526398658752,-0.10402777045965195,0.50983726978302
A,0.3272966146469116,-0.523525595664978,0.3520994186401367,-0.4310787618160248,0.3769022226333618,-0.3386319577693939,0.4017050266265869,-0.24618512392044067,0.4257986545562744,-0.1535654217004776,0.44632092118263245,-0.06007515266537666,0.4668431580066681,0.03341512009501457,0.4873654246330261,0.12690535187721252,0.5083468556404114,0.22029170393943787,0.5300964117050171,0.31350407004356384,0.5518459677696228,0.406716525554657,0.5318993330001831,0.3960503041744232,0.48316657543182373,0.31366875767707825,0.43443384766578674,0.23128721117973328,0.38570114970207214,0.14890578389167786,0.33696842193603516,0.06652423739433289,0.2882356643676758,-0.015857305377721786,0.2395029366016388,-0.09823884814977646,0.1938202828168869,-0.18194633722305298,0.16681239008903503,-0.273773193359375,0.13980449736118317,-0.365600049495697,0.1127965897321701,-0.45742690563201904,0.08272659033536911,-0.5482932925224304,0.05245846137404442,-0.6390976905822754,0.022190334275364876,-0.7299020886421204,-0.021806877106428146,-0.814568042755127,-0.06929545104503632,-0.8976730704307556,-0.11150704324245453,-0.8762913346290588,-0.15038098394870758,-0.7888249754905701,-0.18925504386425018,-0.7013583183288574,-0.22812910377979279,-0.6138917207717896,-0.2670031487941742,-0.5264250636100769,-0.29862236976623535,-0.43691521883010864,-0.3111089766025543,-0.34201696515083313,-0.3235955834388733,-0.24711869657039642,-0.33608222007751465,-0.15222042798995972,-0.34831276535987854,-0.05728916451334953,-0.36048445105552673,0.037650011479854584,-0.3726561367511749,0.132589191198349,-0.38474953174591064,0.22753828763961792,-0.3966216742992401,0.32251542806625366,-0.4084938168525696,0.4174925684928894,-0.4185234606266022,0.5126482844352722,-0.425108939409256,0.6081377267837524,-0.4316943883895874,0.7036269307136536,-0.43926534056663513,0.7990412712097168,-0.44721415638923645,0.8944269418716431,-0.42098069190979004,0.8944993019104004,-0.370522141456604,0.8140431642532349,-0.3497583568096161,0.7206061482429504,-0.32899460196495056,0.6271691918373108,-0.30775949358940125,0.5338390469551086,-0.28623679280281067,0.4405740201473236,-0.26606371998786926,0.3470456600189209,-0.2509414553642273,0.25253158807754517,-0.23581922054290771,0.15801753103733063,-0.15401864051818848,0.11454113572835922,-0.06673295050859451,0.07526257634162903,0.02055273950099945,0.035984016954898834,0.10783842951059341,-0.0032945419661700726,0.19512411952018738,-0.042573101818561554,0.28240981698036194,-0.08185166120529175,0.3696954846382141,-0.12113022059202194,0.45698118209838867,-0.16040877997875214
A,-0.7248849868774414,0.6174103617668152,-0.7086031436920166,0.5360010266304016,-0.692321240901947,0.4545917212963104,-0.6648544073104858,0.3763754665851593,-0.6357035636901855,0.2986399829387665,-0.6093512177467346,0.21996961534023285,-0.5859253406524658,0.14032164216041565,-0.5624721050262451,0.06068190932273865,-0.5377088785171509,-0.01856047287583351,-0.5129455924034119,-0.09780285507440567,-0.4827400743961334,-0.17503468692302704,-0.45003628730773926,-0.2513435482978821,-0.42002710700035095,-0.32870978116989136,-0.3921039402484894,-0.4068946838378906,-0.3650035262107849,-0.48536357283592224,-0.33874982595443726,-0.5641247034072876,-0.30454856157302856,-0.6395938396453857,-0.2674202024936676,-0.7138505578041077,-0.23029187321662903,-0.7881072163581848,-0.1731509268283844,-0.8479397296905518,-0.09964896738529205,-0.8437840938568115,-0.044738832861185074,-0.7830920815467834,-0.0009460495202802122,-0.7125620245933533,0.04176817834377289,-0.6413716673851013,0.08289148658514023,-0.569270670413971,0.12264657020568848,-0.4963863492012024,0.15451745688915253,-0.4198552072048187,0.18432043492794037,-0.3423675000667572,0.21659496426582336,-0.2658841013908386,0.24929870665073395,-0.18957534432411194,0.28063657879829407,-0.11270078271627426,0.3104167878627777,-0.035231251269578934,0.33667048811912537,0.04352984577417374,0.3644408881664276,0.12176752835512161,0.3923640251159668,0.19995230436325073,0.42066314816474915,0.2780015468597412,0.44919654726982117,0.35596489906311035,0.4783473014831543,0.4337003231048584,0.5074982047080994,0.5114360451698303,0.5342533588409424,0.5900195240974426,0.5472385883331299,0.670933723449707,0.5472385883331299,0.7539551854133606,0.5472385883331299,0.8369766473770142,0.5142742991447449,0.7648374438285828,0.4957743287086487,0.6840493679046631,0.4674023389816284,0.6060264110565186,0.4447607696056366,0.5263324975967407,0.42330458760261536,0.446352481842041,0.39247116446495056,0.3692689538002014,0.36515694856643677,0.290895938873291,0.33887365460395813,0.21214567124843597,0.31177008152008057,0.13395342230796814,0.29338395595550537,0.053017448633909225,0.29281386733055115,-0.02993384748697281,0.23799453675746918,-0.06491047143936157,0.15657520294189453,-0.0782804936170578,0.07452020049095154,-0.08803998678922653,-0.008501277305185795,-0.08803998678922653,-0.0900990441441536,-0.09960474818944931,-0.17312051355838776,-0.09960474818944931,-0.25528159737586975,-0.08920882642269135,-0.3362347185611725,-0.09406853467226028,-0.4163132309913635,-0.07266484946012497,-0.4935897886753082,-0.053345710039138794
A,-0.7046634554862976,0.5309197902679443,-0.6779719591140747,0.4508454203605652,-0.6506168842315674,0.37101951241493225,-0.6181531548500061,0.2931064963340759,-0.5875110626220703,0.2145683914422989,-0.5653024911880493,0.13313674926757812,-0.5387209057807922,0.053170621395111084,-0.5073733925819397,-0.025198180228471756,-0.47602584958076477,-0.10356702655553818,-0.44658225774765015,-0.1826007217168808,-0.4223284423351288,-0.26344677805900574,-0.3909303843975067,-0.3416457176208496,-0.3573679029941559,-0.4190797507762909,-0.32602038979530334,-0.49744853377342224,-0.29765161871910095,-0.5769084692001343,-0.26947829127311707,-0.6564193964004517,-0.2353026568889618,-0.733526885509491,-0.18826571106910706,-0.8030852675437927,-0.1175292506814003,-0.8190464973449707,-0.06441226601600647,-0.7539790272712708,-0.021546658128499985,-0.6814544200897217,0.01620073802769184,-0.6059596538543701,0.05394813418388367,-0.5304648280143738,0.08686656504869461,-0.45296961069107056,0.11355801671743393,-0.3728952407836914,0.14224043488502502,-0.29353517293930054,0.1725403368473053,-0.21475544571876526,0.20387038588523865,-0.13638831675052643,0.23633414506912231,-0.05847529321908951,0.26568809151649475,0.020602136850357056,0.29237955808639526,0.10067649185657501,0.3178492784500122,0.18114235997200012,0.34267187118530273,0.2618158161640167,0.37001556158065796,0.34164342284202576,0.3988606631755829,0.4209674298763275,0.4258052706718445,0.5009536147117615,0.4524967074394226,0.5810279846191406,0.4791881740093231,0.661102294921875,0.5038348436355591,0.7418092489242554,0.523714005947113,0.8237698078155518,0.5029298663139343,0.8643272519111633,0.4585881233215332,0.7925291061401367,0.43493321537971497,0.7119624018669128,0.4105280935764313,0.6312221884727478,0.38481685519218445,0.5508513450622559,0.3626081943511963,0.46941959857940674,0.34333741664886475,0.3872942328453064,0.3267841041088104,0.3045276403427124,0.3084743618965149,0.22213153541088104,0.291263610124588,0.13950377702713013,0.27429479360580444,0.056830257177352905,0.253823459148407,-0.025055140256881714,0.22789618372917175,-0.10535221546888351,0.21357250213623047,-0.18822896480560303,0.16770146787166595,-0.23637326061725616,0.08475647121667862,-0.2515532970428467,0.0011766270035877824,-0.26153039932250977,-0.08322934061288834,-0.26153039932250977,-0.16758252680301666,-0.2608974277973175,-0.2484264224767685,-0.2416156381368637,-0.31318479776382446,-0.18760178983211517,-0.3697779178619385,-0.1252371221780777,-0.42197176814079285,-0.0596206858754158,-0.37762048840522766,-0.08543036133050919
A,-0.5738254189491272,0.2229345738887787,-0.5605474710464478,0.14769282937049866,-0.5472695231437683,0.07245109230279922,-0.5339915752410889,-0.0027906522154808044,-0.5164653658866882,-0.07709293812513351,-0.49677884578704834,-0.15091748535633087,-0.47709229588508606,-0.22474204003810883,-0.45228224992752075,-0.2969034016132355,-0.42485469579696655,-0.36821502447128296,-0.39742714166641235,-0.43952667713165283,-0.3690803647041321,-0.5104777216911316,-0.3407045304775238,-0.5814173817634583,-0.3137025833129883,-0.6528893709182739,-0.2839343547821045,-0.7230098843574524,-0.24102848768234253,-0.7840431332588196,-0.1777201145887375,-0.7693381309509277,-0.13901211321353912,-0.7036122679710388,-0.10483906418085098,-0.6354716420173645,-0.07646320015192032,-0.5645319819450378,-0.04891691729426384,-0.49327853322029114,-0.023219339549541473,-0.42132529616355896,0.0024782372638583183,-0.34937208890914917,0.03264717012643814,-0.27939701080322266,0.06860216706991196,-0.2119813710451126,0.10455717146396637,-0.14456574618816376,0.14051216840744019,-0.0771501213312149,0.17646712064743042,-0.009734599851071835,0.21242205798625946,0.057680923491716385,0.24837711453437805,0.1250966489315033,0.28118571639060974,0.19408392906188965,0.3134959638118744,0.2633201777935028,0.3458063006401062,0.3325566351413727,0.37934958934783936,0.40119701623916626,0.4135186970233917,0.4695352613925934,0.44768771529197693,0.5378732681274414,0.47671929001808167,0.6084210872650146,0.5028300285339355,0.6802255511283875,0.5232033729553223,0.7534663081169128,0.5337316393852234,0.8290777802467346,0.4892719089984894,0.8721312880516052,0.4531303942203522,0.8050553202629089,0.4054010212421417,0.7453936338424683,0.37367546558380127,0.6761424541473389,0.3435783088207245,0.6059157848358154,0.3134811818599701,0.5356891751289368,0.2865334153175354,0.4641977548599243,0.26290011405944824,0.3917095363140106,0.24632568657398224,0.31712469458580017,0.2243247628211975,0.24415138363838196,0.1974974423646927,0.17261186242103577,0.17795105278491974,0.09880491346120834,0.15872319042682648,0.02486862614750862,0.1377333551645279,-0.048595789819955826,0.11766123026609421,-0.12217967957258224,0.08563956618309021,-0.19140708446502686,0.03344888612627983,-0.23493477702140808,-0.04116601124405861,-0.22039984166622162,-0.11651494354009628,-0.20776334404945374,-0.19272318482398987,-0.20539481937885284,-0.26874303817749023,-0.1992201805114746,-0.344612181186676,-0.19062484800815582,-0.4210169017314911,-0.19062484800815582,-0.49742114543914795,-0.19062484800815582,-0.5295155048370361,-0.1758548617362976
